question,answer,category,difficulty,mode,question_type,choice_a,choice_b,choice_c,choice_d
"Biologists have predicted that birds’ feather structures vary with habitat temperature, but this hadn’t been tested in mountain environments. Ornithologist Sahas Barve studied feathers from 249 songbird species inhabiting different elevations—and thus experiencing different temperatures—in the Himalaya Mountains. He found that feathers of high-elevation species not only have a greater proportion of warming downy sections to flat and smooth sections than do feathers of low-elevation species, but highelevation species’ feathers also tend to be longer, providing a thicker layer of insulation. Which choice best states the main idea of the text?",B,Reading and Writing,medium,sat,multiple_choice,"Barve’s investigation shows that some species of Himalayan songbirds have evolved feathers that better regulate body temperature than do the feathers of other species, contradicting previous predictions.","Barve found an association between habitat temperature and feather structure among Himalayan songbirds, lending new support to a general prediction.","Barve discovered that songbirds have adapted to their environment by growing feathers without flat and smooth sections, complicating an earlier hypothesis.","The results of Barve’s study suggest that the ability of birds to withstand cold temperatures is determined more strongly by feather length than feather structure, challenging an established belief."
"The ancient Greek concept of “mimesis,” a term used in the works of Plato, Aristotle, and other Greek philosophers in discussions of representational art—visual, performance, or literary art that aims to depict the real world—is a foundational concept of the Western philosophy of aesthetics. Mimesis is typically translated as “imitation” in modern editions of ancient Greek texts, but scholar Stephen Halliwell warns that this is overly reductive: “imitation” implies that art merely copies—and is thus by definition entirely derivative of—a reality that exists outside and prior to the work of art, and translating “mimesis” thusly obscures the multifaceted ways in which the ancient Greeks understood the relationship between art and reality. Which statement, if true, would most directly support the claim by Halliwell presented in the text?",D,Reading and Writing,hard,sat,multiple_choice,"One of the earliest appearances of mimesis’s root word, mimos, can be found in an ancient Greek tragedy in reference to dramatic impersonation, and the mim- root came to be generally associated with the musical and poetic arts by the fifth century BCE.",Both Plato’s and Aristotle’s theorizations of mimesis examine the psychological effects that works of art induce in the viewer or listener.,"Although several of Plato’s earliest philosophical works discuss aesthetic ideas, the term “mimesis” doesn’t appear in Plato’s discussions of art until Cratylus, a relatively late work.","Although Plato’s writings typically characterize representational art as an inferior reflection of the physical world, Aristotle suggests that mimesis can refer to art’s capacity to envision hypothetical conditions that could, but don’t yet, exist."
"Economic Policy Uncertainty in the United Kingdom, 2005–2010 200 150 100 50 0 05 06 07 08 09 10 20 20 20 20 20 20 Year tax and public spending policy trade policy general economic policy High levels of public uncertainty about which economic policies a country will adopt can make planning difficult for businesses, but measures of such uncertainty have not tended to be very detailed. Recently, however, economist Sandile Hlatshwayo analyzed trends in news reports to derive measures not only for general economic policy uncertainty but also for uncertainty related to specific areas of economic policy, like tax or trade policy. One revelation of her work is that a general measure may not fully reflect uncertainty about specific areas of policy, as in the case of the United Kingdom, where general economic policy uncertainty ______ Which choice most effectively uses data from the graph to illustrate the claim?",D,Reading and Writing,hard,sat,multiple_choice,aligned closely with uncertainty about tax and public spending policy in 2005 but differed from uncertainty about tax and public spending policy by a large amount in 2009.,was substantially lower than uncertainty about tax and public spending policy each year from 2005 to 2010.,reached its highest level between 2005 and 2010 in the same year that uncertainty about trade policy and tax and public spending policy reached their lowest levels.,was substantially lower than uncertainty about trade policy in 2005 and substantially higher than uncertainty about trade policy in 2010.
"Number of lizard species Number of Lizard Species by Average Percent of Maximal Speed Used When Pursuing Prey or Escaping Predators 9 8 7 6 5 4 3 2 1 0 39 –49 –59 –69 –79 –89 100 – 30 40 50 60 70 80 90– Percent of maximal speed escaping pursuing It may seem that the optimal strategy for an animal pursuing prey or escaping predators is to move at maximal speed, but the energy expense of exploiting full speed capacity can disfavor such a strategy even in escape contexts, as evidenced by the fact that ______ Which choice most effectively uses data from the graph to complete the text?",B,Reading and Writing,hard,sat,multiple_choice,most lizard species use about the same percentage of their maximal speed when escaping predation as they do when pursuing prey.,multiple lizard species move at an average of less than 90% of their maximal speed while escaping predation.,"more lizard species use, on average, 90%–100% of their maximal speed while escaping predation than use any other percentage of their maximal speed.","at least 4 lizard species use, on average, less than 100% of their maximal speed while pursuing prey."
"Area (square meters) Characteristics of the Banks of the Provo River Downstream of the Jordanelle Dam 140,000 120,000 100,000 80,000 60,000 40,000 20,000 0 1987 1993 2006 Year grass cover bare soil forest cover The Jordanelle Dam was built on the Provo River in Utah in 1992. Earth scientist Adriana E. Martinez and colleagues tracked changes to the environment on the banks of the river downstream of the dam, including how much grass and forest cover were present. They concluded that the dam changed the flow of the river in ways that benefited grass plants but didn’t benefit trees. Which choice best describes data from the graph that support Martinez and colleagues’ conclusion?",D,Reading and Writing,medium,sat,multiple_choice,"The lowest amount of grass cover was approximately 58,000 square meters, and the highest amount of forest cover was approximately 75,000 square meters.","There was more grass cover than forest cover in 1987, and this difference increased dramatically in 1993 and again in 2006.","There was less grass cover than bare soil in 1987 but more grass cover than bare soil in 1993 and 2006, whereas there was more forest cover than bare soil in all three years.","Grass cover increased from 1987 to 1993 and from 1993 to 2006, whereas forest cover decreased in those periods."
"The practice of logging (cutting down trees for commercial and other uses) is often thought to be at odds with forest conservation (the work of preserving forests). However, a massive study in forest management and preservation spanning 700,000 hectares in Oregon’s Malheur National Forest calls that view into question. So far, results of the study suggest that forest plots that have undergone limited logging (the careful removal of a controlled number of trees) may be more robust than plots that haven’t been logged at all. These results, in turn, suggest that ______ Which choice most logically completes the text?",A,Reading and Writing,medium,sat,multiple_choice,"logging may be useful for maintaining healthy forests, provided it is limited.",other forest management strategies are more effective than limited logging.,"as time passes, it will be difficult to know whether limited logging has any benefits.",the best way to support forest health may be to leave large forests entirely untouched.
"When fashion designer Lloyd Henri Kiva New opened his store in Scottsdale, Arizona, in 1945, he quickly became known for creating delicately crafted leather goods, like belts and hats. He was perhaps most renowned for his colorful handbags, which he made by hand using a long and painstaking process. As he gained more customers, New began using sewing machines and other tools to help him produce bags more efficiently, though he continued to handcraft the crucial details that made each bag unique. Based on the text, what would have been the most likely consequence if New had not begun using sewing machines?",B,Reading and Writing,easy,sat,multiple_choice,"He would have been unable to ensure that each bag included unique, handcrafted details.",He would have struggled to meet the increasing demand for his bags.,He would have had to individually design each bag he produced.,He would not have been able to generate as much interest in his bags.
"Land Area Covered by Native Flowering Plants at a Site in Antarctica Species Area covered in 2009 (in Area covered in 2018 (in Percent increase in area covered square meters) square meters) from 2009 to 2018 1,230 1,576 28% 6.9 10.7 55% Deschampsia antarctica Colobanthus quitensis The only flowering plant species native to Antarctica, Colobanthus quitensis and Deschampsia antarctica grow in places where the earth remains free of ice for much of the year. Botanist Niccoletta Cannone wondered how the warming of Antarctica’s climate in recent years had affected these species, so she visited a site in Antarctica, first in 2009 and later in 2018, to count the number of plants growing there. Cannone found that the area of land covered by the two species had significantly expanded during the nineyear period. While both species likely benefited from warming temperatures, Colobanthus quitensis ______ Which choice most effectively uses data from the table to complete the comparison?",B,Reading and Writing,medium,sat,multiple_choice,"suppressed the growth of Deschampsia antarctica, which covered a smaller area of land in 2018 than it had in 2009.","saw a greater expansion than Deschampsia antarctica did, increasing the area of land it covered by more than half.",showed a greater increase in the average size of individual plants than Deschampsia antarctica did.,covered land newly freed from ice at a rate 55% faster than that of Deschampsia antarctica.
"Artist Marilyn Dingle’s intricate, coiled baskets are ______ sweetgrass and palmetto palm. Following a Gullah technique that originated in West Africa, Dingle skillfully winds a thin palm frond around a bunch of sweetgrass with the help of a “sewing bone” to create the basket’s signature look that no factory can reproduce. Which choice completes the text with the most logical and precise word or phrase?",B,Reading and Writing,easy,sat,multiple_choice,indicated by,handmade from,represented by,collected with
"The invention in 1958 of the integrated circuit (or microchip) radically altered the semiconductor industry. In fact, some historians argue that it fundamentally ______ the industry by enabling it to take advantage of mass production methods for the first time. Which choice completes the text with the most logical and precise word or phrase?",D,Reading and Writing,easy,sat,multiple_choice,overwhelmed,bypassed,obstructed,transformed
Botanist Al Kovaleski has pointed out that maple trees already thrive in a wide variety of climates and thus may ______ changes in climate better than some other tree species do. The alterations maples may undergo in response to a changing climate are likely to be relatively small and easily achieved. Which choice completes the text with the most logical and precise word or phrase?,D,Reading and Writing,easy,sat,multiple_choice,relocate from,refer to,originate from,adapt to
"The following text is adapted from Nathaniel Hawthorne’s 1837 story “Dr. Heidegger’s Experiment.” The main character, a physician, is experimenting with rehydrating a dried flower. At first [the rose] lay lightly on the surface of the fluid, appearing to imbibe none of its moisture. Soon, however, a singular change began to be visible. The crushed and dried petals stirred and assumed a deepening tinge of crimson, as if the flower were reviving from a deathlike slumber. As used in the text, what does the phrase “a singular” most nearly mean?",D,Reading and Writing,medium,sat,multiple_choice,A lonely,A disagreeable,An acceptable,An extraordinary
"Rejecting the premise that the literary magazine Ebony and Topaz (1927) should present a unified vision of Black American identity, editor Charles S. Johnson fostered his contributors’ diverse perspectives by promoting their authorial autonomy. Johnson’s selfeffacement diverged from the editorial stances of W.E.B. Du Bois and Alain Locke, whose decisions for their publications were more ______. Which choice completes the text with the most logical and precise word or phrase?",B,Reading and Writing,hard,sat,multiple_choice,proficient,dogmatic,ambiguous,unpretentious
"“How lifelike are they?” Many computer animators prioritize this question as they strive to create ever more realistic environments and lighting. Generally, while characters in computer-animated films appear highly exaggerated, environments and lighting are carefully engineered to mimic reality. But some animators, such as Pixar’s Sanjay Patel, are focused on a different question. Rather than asking first whether the environments and lighting they’re creating are convincingly lifelike, Patel and others are asking whether these elements reflect their films’ unique stories. Which choice best describes the function of the underlined question in the text as a whole?",A,Reading and Writing,hard,sat,multiple_choice,It reflects a primary goal that many computer animators have for certain components of the animations they produce.,It represents a concern of computer animators who are more interested in creating unique backgrounds and lighting effects than realistic ones.,It conveys the uncertainty among many computer animators about how to create realistic animations using current technology.,It illustrates a reaction that audiences typically have to the appearance of characters created by computer animators.
"The field of study called affective neuroscience seeks instinctive, physiological causes for feelings such as pleasure or displeasure. Because these sensations are linked to a chemical component (for example, the release of the neurotransmitter dopamine in the brain when one receives or expects a reward), they can be said to have a partly physiological basis. These processes have been described in mammals, but Jingnan Huang and his colleagues have recently observed that some behaviors of honeybees (such as foraging) are also motivated by a dopamine-based signaling process. What choice best describes the main purpose of the text?",C,Reading and Writing,hard,sat,multiple_choice,It describes an experimental method of measuring the strength of physiological responses in humans.,It illustrates processes by which certain insects can express how they are feeling.,It summarizes a finding suggesting that some mechanisms in the brains of certain insects resemble mechanisms in mammalian brains.,It presents research showing that certain insects and mammals behave similarly when there is a possibility of a reward for their actions.
"Drivers who strongly believe that the toll they must pay to use the Lewis and Clark Bridge, which spans the Ohio River to connect Indiana and Kentucky, is currently too high are unlikely to be ______ a proposal to increase the toll. Advocates for a higher toll are likely to have more success if they instead direct their arguments toward a more persuadable segment of the population. Which choice completes the text with the most logical and precise word or phrase?",A,Reading and Writing,medium,sat,multiple_choice,receptive to,apprised of,incensed by,cited in
"According to a team of neuroeconomists from the University of Zurich, ease of decision making may be linked to communication between two brain regions, the prefrontal cortex and the parietal cortex. Individuals tend to be more decisive if the information flow between the regions is intensified, whereas they make choices more slowly when information flow is ______. Which choice completes the text with the most logical and precise word or phrase?",A,Reading and Writing,medium,sat,multiple_choice,reduced,evaluated,determined,acquired
"Some economic historians ______ that late nineteenth- and early twentieth-century households in the United States experienced an economy of scale when it came to food purchases—they assumed that large households spent less on food per person than did small households. Economist Trevon Logan showed, however, that a close look at the available data disproves this supposition. Which choice completes the text with the most logical and precise word or phrase?",A,Reading and Writing,hard,sat,multiple_choice,surmised,contrived,questioned,regretted
"The following text is from Bram Stoker’s 1897 novel Dracula. The narrator is being driven in a carriage through a remote region at night. The baying of the wolves sounded nearer and nearer, as though they were closing round on us from every side. I grew dreadfully afraid, and the horses shared my fear. The driver, however, was not in the least disturbed; he kept turning his head to left and right, but I could not see anything through the darkness. As used in the text, what does the word “disturbed” most nearly mean?",B,Reading and Writing,easy,sat,multiple_choice,Disorganized,Alarmed,Offended,Interrupted
"Economist Marco Castillo and colleagues showed that nuisance costs—the time and effort people must spend to make donations —reduce charitable giving. Charities can mitigate this effect by compensating donors for nuisance costs, but those costs, though variable, are largely ______ donation size, so charities that compensate donors will likely favor attracting a few large donors over many small donors. Which choice completes the text with the most logical and precise word or phrase?",C,Reading and Writing,hard,sat,multiple_choice,supplemental to,predictive of,independent of,subsumed in
"At the turn of the twentieth century, Black residents of Richmond, Virginia, had few formal options for banking and other financial services. To ______ this situation, Maggie Lena Walker chartered the St. Luke Penny Savings Bank in 1903. The bank went on to provide home loans and savings opportunities to thousands of Black families over the following decades. Which choice completes the text with the most logical and precise word or phrase?",B,Reading and Writing,medium,sat,multiple_choice,prolong,rectify,retain,highlight
The following text is from Srimati Svarna Kumari Devi’s 1894 novel The Fatal Garland (translated by A. Christina Albers in 1910). Shakti is walking near a riverbank that she visited frequently during her childhood. She crossed the woods she knew so well. The trees seemed to extend their branches like welcoming arms. They greeted her as an old friend. Soon she reached the river-side. Which choice best describes the function of the underlined portion in the text as a whole?,C,Reading and Writing,easy,sat,multiple_choice,It suggests that Shakti feels uncomfortable near the river.,It indicates that Shakti has lost her sense of direction in the woods.,It emphasizes Shakti’s sense of belonging in the landscape.,It conveys Shakti’s appreciation for her long-term friendships.
"During a 2014 archaeological dig in Spain, Vicente Lull and his team uncovered the skeleton of a woman from El Algar, an Early Bronze Age society, buried with valuable objects signaling a high position of power. This finding may persuade researchers who have argued that Bronze Age societies were ruled by men to ______ that women may have also held leadership roles. Which choice completes the text with the most logical and precise word or phrase?",B,Reading and Writing,medium,sat,multiple_choice,waive,concede,refute,require
"Text 1 Imagine you and your friend are trying to decide where to eat lunch. When people try to make joint decisions like this, they often don’t reveal their true preferences. Instead, they say they would be happy with all options because they think this response will help them appear more easygoing and likable to the other person. Text 2 Research shows that people who don’t state their preferences when making a decision with others aren’t more likable in the eyes of others. In fact, stating that you have no preference actually makes the decision more difficult for other people. It can also cause them to feel less happy with their ultimate decision and with you. Based on the texts, what response would the author of Text 2 most likely suggest for someone in the situation described in the underlined sentence in Text 1?",C,Reading and Writing,easy,sat,multiple_choice,Cancel the plan to have lunch together.,Ask where the friend typically likes to eat.,State a preference about where to eat.,Change the subject to talk about something else.
"A study by Dr. Paul Hanel and colleagues concluded that people are more likely to behave politely when listening to ideas they disagree with if they think about values before they engage in a discussion. Study participants were assigned to one of two groups. The experimental group spent a few minutes writing about one of their personal values before they had a group discussion on a controversial topic. And the control group spent a few minutes writing about a drink (tea, milk, etc.) before their group discussion on that topic. Hanel and colleagues found that the experimental group’s discussion was more civil than the control group’s discussion was. Which choice best describes the main purpose of the text?",D,Reading and Writing,medium,sat,multiple_choice,To describe a widely held belief and how a study’s results support that belief,To argue that researchers were surprised by the results of a certain study,To suggest ways to improve a certain study’s experimental design,To explain a study’s conclusion and how a research team arrived at that conclusion
"Early in the Great Migration of 1910–1970, which involved the mass migration of Black people from the southern to the northern United States, political activist and Chicago Defender writer Fannie Barrier Williams was instrumental in helping other Black women establish themselves in the North. Many women hoped for better employment opportunities in the North because, in the South, they faced much competition for domestic employment and men tended to get agricultural work. To aid with this transition, Barrier Williams helped secure job placement in the North for many women before they even began their journey. Which choice best states the main purpose of the text?",A,Reading and Writing,medium,sat,multiple_choice,To introduce and illustrate Barrier Williams’s integral role in supporting other Black women as their circumstances changed during part of the Great Migration,"To establish that Barrier Williams used her professional connections to arrange employment for other Black women, including jobs with the Chicago Defender",To demonstrate that the factors that motivated the start of the Great Migration were different for Black women than they were for Black men,To provide an overview of the employment challenges faced by Black women in the agricultural and domestic spheres in the southern United States
"Text 1 In 1916, H. Dugdale Sykes disputed claims that The Two Noble Kinsmen was coauthored by William Shakespeare and John Fletcher. Sykes felt Fletcher’s contributions to the play were obvious—Fletcher had a distinct style in his other plays, so much so that lines with that style were considered sufficient evidence of Fletcher’s authorship. But for the lines not deemed to be by Fletcher, Sykes felt that their depiction of women indicated that their author was not Shakespeare but Philip Massinger. Text 2 Scholars have accepted The Two Noble Kinsmen as coauthored by Shakespeare since the 1970s: it appears in all major onevolume editions of Shakespeare’s complete works. Though scholars disagree about who wrote what exactly, it is generally held that on the basis of style, Shakespeare wrote all of the first act and most of the last, while John Fletcher authored most of the three middle acts. Based on the texts, both Sykes in Text 1 and the scholars in Text 2 would most likely agree with which statement?",A,Reading and Writing,hard,sat,multiple_choice,"John Fletcher’s writing has a unique, readily identifiable style.",The women characters in John Fletcher’s plays are similar to the women characters in Philip Massinger’s plays.,The Two Noble Kinsmen belongs in one-volume compilations of Shakespeare’s complete plays.,Philip Massinger’s style in the first and last acts of The Two Noble Kinsmen is an homage to Shakespeare’s style.
"Dance choreographer Jawole Willa Jo Zollar aims to give people the opportunity to be ______ her creative process. For example, live performances of her dance HairStories, which debuted in 2001, featured videos of people across the United States talking about their hair and audience members sharing pictures of their interesting hairstyles. Which choice completes the text with the most logical and precise word or phrase?",D,Reading and Writing,easy,sat,multiple_choice,nervous about,completed by,delayed by,involved in
"The following text is adapted from Nathaniel Hawthorne’s 1844 short story “Drowne’s Wooden Image.” Drowne, a young man, is carving a wooden figure to decorate the front of a ship. Day by day, the work assumed greater precision, and settled its irregular and misty outline into distincter grace and beauty. The general design was now obvious to the common eye. As used in the text, what does the word “assumed” most nearly mean?",A,Reading and Writing,medium,sat,multiple_choice,Acquired,Acknowledged,Imitated,Speculated
"The works of Chicana artist Ester Hernandez are now ______ in museums both in the United States and abroad, but the murals she contributed to as a member of Las Mujeres Muralistas early in her artistic career were displayed in outdoor public spaces across San Francisco. Which choice completes the text with the most logical and precise word or phrase?",C,Reading and Writing,easy,sat,multiple_choice,invented,adjusted,featured,recommended
"Studying late nineteenth- and early twentieth-century artifacts from an agricultural and domestic site in Texas, archaeologist Ayana O. Flewellen found that Black women employed as farm workers utilized hook-and-eye closures to fasten their clothes at the waist, giving themselves a silhouette similar to the one that was popular in contemporary fashion and typically achieved through more restrictive garments such as corsets. Flewellen argues that this sartorial practice shows that these women balanced hegemonic ideals of femininity with the requirements of their physically demanding occupation. Which choice best states the main purpose of the text?",D,Reading and Writing,hard,sat,multiple_choice,To describe an unexpected discovery that altered a researcher’s view of how rapidly fashions among Black female farmworkers in late nineteenth- and early twentieth-century Texas changed during the period,To discuss research that investigated the ways in which Black female farmworkers in late nineteenth- and early twentiethcentury Texas used fashion practices to resist traditional gender ideals,To evaluate a scholarly work that offers explanations for the impact of urban fashion ideals on Black female farmworkers in late nineteenth- and early twentieth-century Texas,To summarize the findings of a study that explored factors influencing a fashion practice among Black female farmworkers in late nineteenth- and early twentieth-century Texas
"In 2020, rap artist and professor A.D. Carson published the first peer-reviewed rap album about his experiences with Black masculinity called “i used to love to dream.” Typically in peer review, experts evaluate scholarly articles prior to publication. For Carson’s album, dubbed a “mixtap/e/ssay,” peer review involved both scholars and rap artists. In combining elements of a mixtape album with scholarly essays that connect Carson’s lyrics to historical and contemporary contexts for listeners both inside and outside academia, Carson’s album helped redefine how scholarship is created and shared. Which choice best states the main purpose of the text?",C,Reading and Writing,hard,sat,multiple_choice,To compare the relative public impact of scholarly articles and albums,To capture one scholar’s opinion of a new rap album,To explain why a certain rap album is particularly innovative,To describe how each step of the peer review process unfolds
"Cat and Plum Blossoms is an important work of Nihonga, or classical Japanese painting. Unlike Kuroda Seiki, who adopted traditional European methods such as painting with oil on canvas, Hishida Shunsō ______ traditional Japanese approaches. For instance, Hishida produced Cat and Plum Blossoms by applying color pigments to a silk scroll. Which choice completes the text with the most logical and precise word or phrase?",B,Reading and Writing,easy,sat,multiple_choice,distrusted,embraced,released,overlooked
"The prime meridian, the global indicator of zero degrees longitude established in 1884, was originally determined using astronomically derived coordinates. ______ as decades passed, new calculations would reveal increasingly precise coordinates, yet the prime meridian remained unchanged; it wasn’t until the 1980s that, spurred by improved geodetic data, the prime meridian was officially moved—roughly one hundred meters east. Which choice completes the text with the most logical transition?",C,Reading and Writing,hard,sat,multiple_choice,"Specifically,","To that end,","Again and again,","Granted,"
"While researching a topic, a student has taken the following notes: As engineered structures, many bird nests are uniquely flexible yet cohesive. A research team led by Yashraj Bhosale wanted to better understand the mechanics behind these structural properties. Bhosale’s team used laboratory models that simulated the arrangement of flexible sticks into nest-like structures. The researchers analyzed the points where sticks touched one another. When pressure was applied to the model nests, the number of contact points between the sticks increased, making the structures stiffer. The student wants to present the primary aim of the research study. Which choice most effectively uses relevant information from the notes to accomplish this goal?",A,Reading and Writing,hard,sat,multiple_choice,Bhosale’s team wanted to better understand the mechanics behind bird nests’ uniquely flexible yet cohesive structural properties.,The researchers used laboratory models that simulated the arrangement of flexible sticks and analyzed the points where sticks touched one another.,"After analyzing the points where sticks touched, the researchers found that the structures became stiffer when pressure was applied.","As analyzed by Bhosale’s team, bird nests are uniquely flexible yet cohesive engineered structures."
"In 1942, the 1,500-mile Alaska Highway was constructed in under nine months, largely due to the skilled work of nearly 4,000 African American soldiers from US Army engineering regiments. The soldiers’ contribution was overlooked for decades. ______ in 2017, lawmakers declared October 25 a day of recognition—“Alaska Highway Day”—for the troops who helped build this critical roadway. Which choice completes the text with the most logical transition?",B,Reading and Writing,easy,sat,multiple_choice,"Lastly,","Then,","Similarly,","For example,"
"Samuel Coleridge-Taylor was a prominent classical music composer from England who toured the US three times in the early 1900s. The child of a West African father and an English mother, Coleridge-Taylor emphasized his mixed-race ancestry. For example, he referred to himself as Anglo-African. ______ he incorporated the sounds of traditional African music into his classical music compositions. Which choice completes the text with the most logical transition?",A,Reading and Writing,easy,sat,multiple_choice,"In addition,","Actually,","However,","Regardless,"
"In her poetry collection Thomas and Beulah, Rita Dove interweaves the titular characters’ personal stories with broader historical narratives. She places Thomas’s journey from the American South to the Midwest in the early 1900s within the larger context of the Great Migration. ______ Dove sets events from Beulah’s personal life against the backdrop of the US Civil Rights Movement. Which choice completes the text with the most logical transition?",D,Reading and Writing,hard,sat,multiple_choice,"Specifically,","Thus,","Regardless,","Similarly,"
"While researching a topic, a student has taken the following notes: The Atlantic Monthly magazine was first published in 1857. The magazine focused on politics, art, and literature. In 2019, historian Cathryn Halverson published the book Faraway Women and the “Atlantic Monthly.” Its subject is female authors whose autobiographies appeared in the magazine in the early 1900s. One of the authors discussed is Juanita Harrison. The student wants to introduce Cathryn Halverson’s book to an audience already familiar with the Atlantic Monthly. Which choice most effectively uses relevant information from the notes to accomplish this goal?",A,Reading and Writing,hard,sat,multiple_choice,Cathryn Halverson’s Faraway Women and the “Atlantic Monthly” discusses female authors whose autobiographies appeared in the magazine in the early 1900s.,"A magazine called the Atlantic Monthly, referred to in Cathryn Halverson’s book title, was first published in 1857.","Faraway Women and the “Atlantic Monthly” features contributors to the Atlantic Monthly, first published in 1857 as a magazine focusing on politics, art, and literature.","An author discussed by Cathryn Halverson is Juanita Harrison, whose autobiography appeared in the Atlantic Monthly in the early 1900s."
"While researching a topic, a student has taken the following notes: Sue is the nickname of a dinosaur fossil specimen housed at the Field Museum of Natural History. The Field Museum of Natural History is located in Chicago, Illinois. Sue is a member of the genus Tyrannosaurus. Big Mike is the nickname of a dinosaur fossil specimen housed at the Museum of the Rockies. The Museum of the Rockies is located in Bozeman, Montana. Big Mike is a member of the genus Tyrannosaurus. The student wants to emphasize a similarity between the two specimens. Which choice most effectively uses relevant information from the notes to accomplish this goal?",C,Reading and Writing,easy,sat,multiple_choice,"The Field Museum of Natural History, where Sue is housed, is located in Chicago, Illinois.","Big Mike is the nickname of a Tyrannosaurus fossil specimen housed at the Museum of the Rockies in Bozeman, Montana.",The dinosaur fossil specimens Sue and Big Mike are both members of the genus Tyrannosaurus.,"While Sue is housed at the Field Museum of Natural History, Big Mike is housed at the Museum of the Rockies."
"While researching a topic, a student has taken the following notes: The Haber-Bosch process is an industrial process used to manufacture ammonia (NH3). It was invented by chemists Fritz Haber and Carl Bosch in 1910. The process’s primary reaction combines nitrogen (N2) from the air with hydrogen (H2). It requires an iron catalyst and high temperatures and pressures. Most of the ammonia produced by this process is used in fertilizers. The student wants to provide an overview of the Haber-Bosch process. Which choice most effectively uses relevant information from the notes to accomplish this goal?",B,Reading and Writing,easy,sat,multiple_choice,"The Haber-Bosch process needs nitrogen, hydrogen, and an iron catalyst.",The Haber-Bosch process uses an iron catalyst along with high temperatures and pressures to manufacture ammonia from nitrogen and hydrogen.,Chemists Fritz Haber and Carl Bosch invented an industrial process to manufacture ammonia to be used in fertilizers.,"In 1910, chemists Fritz Haber and Carl Bosch invented the Haber-Bosch process, which requires high temperatures and pressures."
"While researching a topic, a student has taken the following notes: Organisms release cellular material into their environment by shedding substances such as hair or skin. The DNA in these substances is known as environmental DNA, or eDNA. Researchers collect and analyze eDNA to detect the presence of species that are difficult to observe. Geneticist Sara Oyler-McCance’s research team analyzed eDNA in water samples from the Florida Everglades to detect invasive constrictor snake species in the area. The study determined a 91% probability of detecting Burmese python eDNA in a given location. The student wants to present the study to an audience already familiar with environmental DNA. Which choice most effectively uses relevant information from the notes to accomplish this goal?",A,Reading and Writing,medium,sat,multiple_choice,"Sara Oyler-McCance’s researchers analyzed eDNA in water samples from the Florida Everglades for evidence of invasive constrictor snakes, which are difficult to observe.","An analysis of eDNA can detect the presence of invasive species that are difficult to observe, such as constrictor snakes.","Researchers found Burmese python eDNA, or environmental DNA, in water samples; eDNA is the DNA in released cellular materials, such as shed skin cells.","Sara Oyler-McCance’s researchers analyzed environmental DNA (eDNA)—that is, DNA from cellular materials released by organisms—in water samples from the Florida Everglades."
"While researching a topic, a student has taken the following notes: Sam Maloof (1916–2009) was an American woodworker and furniture designer. He was the son of Lebanese immigrants. He received a “genius grant” from the John D. and Catherine T. MacArthur Foundation in 1985. The Museum of Fine Arts in Boston, Massachusetts, owns a rocking chair that Maloof made from walnut wood. The armrests and the seat of the chair are sleek and contoured, and the back consists of seven spindle-like slats. The student wants to describe the rocking chair to an audience unfamiliar with Sam Maloof. Which choice most effectively uses relevant information from the notes to accomplish this goal?",A,Reading and Writing,medium,sat,multiple_choice,"With its sleek, contoured armrests and seat, the walnut rocking chair in Boston’s Museum of Fine Arts is just one piece of furniture created by American woodworker Sam Maloof.","Sam Maloof was born in 1916 and died in 2009, and during his life, he made a chair that you can see if you visit the Museum of Fine Arts in Boston.",Furniture designer Sam Maloof was a recipient of one of the John D. and Catherine T. MacArthur Foundation’s “genius grants.”,"The rocking chair is made from walnut, and it has been shaped such that its armrests and seat are sleek and contoured."
"While researching a topic, a student has taken the following notes: Species belonging to the Orchidaceae (orchid) family can be found in both tropical and temperate environments. Orchidaceae species diversity has not been well studied in temperate forests, such as those in Oaxaca, Mexico. Arelee Estefanía Muñoz-Hernández led a study to determine how many different Orchidaceae species are present in the forests of Oaxaca. Muñoz-Hernández and her team collected orchids each month for a year at a site in Oaxaca. Seventy-four Orchidaceae species were present at the site. The student wants to present the study and its findings. Which choice most effectively uses relevant information from the notes to accomplish this goal?",A,Reading and Writing,medium,sat,multiple_choice,"A study led by Arelee Estefanía Muñoz-Hernández identified a total of 74 Orchidaceae species in the temperate forests of Oaxaca, Mexico.","There are orchids in many environments, but there are 74 Orchidaceae species in Oaxaca, Mexico.","Oaxaca, Mexico, is home to temperate forests containing 74 Orchidaceae species.","Arelee Estefanía Muñoz-Hernández and her team wanted to know how many different Orchidaceae species are present in the forests of Oaxaca, Mexico, so they conducted a study to collect orchids."
"While researching a topic, a student has taken the following notes: The Philadelphia and Lancaster Turnpike was a road built between 1792 and 1794. It was the first private turnpike in the United States. It connected the cities of Philadelphia and Lancaster in the state of Pennsylvania. It was sixty-two miles long. The student wants to emphasize the distance covered by the Philadelphia and Lancaster Turnpike. Which choice most effectively uses relevant information from the notes to accomplish this goal?",A,Reading and Writing,easy,sat,multiple_choice,The sixty-two-mile-long Philadelphia and Lancaster Turnpike connected the Pennsylvania cities of Philadelphia and Lancaster.,The Philadelphia and Lancaster Turnpike was the first private turnpike in the United States.,"The Philadelphia and Lancaster Turnpike, which connected two Pennsylvania cities, was built between 1792 and 1794.","A historic Pennsylvania road, the Philadelphia and Lancaster Turnpike was completed in 1794."
